316	316	316						
316	316	316						
316	316	316						
316	316	316						
317	317	317						
317	317	317						
317	317	317						
318	318	318						
318	318	318						
318	318	318						
318	318	318						
319	319	319						
319	319	319						
320	320	320						
320	320	320						
320	320	320						
320	320	320						
320	320	320						
320	320	320						
322	322	322						
322	322	322						
323	323	323						
323	323	323						
323	323	323						
323	323	323						
324	324	324						
324	324	324						
324	324	324						
325	325	325						
325	325	325						
325	325	325						
326	326	326						
326	326	326						
326	326	326						
327	327	327						
327	327	327						
327	327	327						
327	327	327						
328	328	328						
328	328	328						
328	328	328						
328	328	328						
328	328	328						
329	329	329						
329	329	329						
330	330	330						
330	330	330						
330	330	330						
331	331	331						
331	331	331						
331	331	331						
332	332	332						
332	332	332						
333	333	333						
333	333	333						
333	333	333						
333	333	333						
333	333	333						
333	333	333						
334	334	334						
334	334	334						
334	334	334						
334	334	334						
335	335	335						
335	335	335						
335	335	335						
336	336	336						
336	336	336						
337	337	337						
337	337	337						
337	337	337						
338	338	338						
338	338	338						
339	339	339						
339	339	339						
339	339	339						
340	340	340						
340	340	340						
340	340	340						
340	340	340						
340	340	340						
341	341	341						
342	342	342						
342	342	342						
342	342	342						
342	342	342						
343	343	343						
343	343	343						
343	343	343						
345	345	345						
345	345	345						
346	346	346						
347	347	347						
347	347	347						
348	348	348						
348	348	348						
348	348	348						
348	348	348						
348	348	348						
348	348	348						
349	349	349						
349	349	349						
349	349	349						
350	350	350						
350	350	350						
350	350	350						
351	351	351						
351	351	351						
352	352	352						
352	352	352						
352	352	352						
352	352	352						
352	352	352						
353	353	353						
354	354	354						
355	355	355						
355	355	355						
355	355	355						
355	355	355						
356	356	356						
356	356	356						
356	356	356						
356	356	356						
357	357	357						
357	357	357						
357	357	357						
357	357	357						
358	358	358						
358	358	358						
358	358	358						
358	358	358						
358	358	358						
358	358	358						
359	359	359						
359	359	359						
359	359	359						
360	360	360						
360	360	360						
360	360	360						
360	360	360						
360	360	360						
360	360	360						
360	360	360						
361	361	361						
361	361	361						
362	362	362						
362	362	362						
362	362	362						
362	362	362						
362	362	362						
362	362	362						
363	363	363						
363	363	363						
363	363	363						
364	364	364						
365	365	365						
365	365	365						
365	365	365						
366	366	366						
366	366	366						
366	366	366						
366	366	366						
366	366	366						
367	367	367						
367	367	367						
368	368	368						
368	368	368						
368	368	368						
369	369	369						
369	369	369						
371	371	371						
371	371	371						
371	371	371						
371	371	371						
371	371	371						
372	372	372						
372	372	372						
372	372	372						
372	372	372						
373	373	373						
373	373	373						
373	373	373						
374	374	374						
374	374	374						
374	374	374						
374	374	374						
374	374	374						
374	374	374						
374	374	374						
374	374	374						
375	375	375						
375	375	375						
375	375	375						
375	375	375						
377	377	377						
377	377	377						
377	377	377						
378	378	378						
379	379	379						
379	379	379						
379	379	379						
379	379	379						
379	379	379						
379	379	379						
379	379	379						
380	380	380						
380	380	380						
381	381	381						
381	381	381						
381	381	381						
382	382	382						
382	382	382						
382	382	382						
382	382	382						
382	382	382						
383	383	383						
383	383	383						
384	384	384						
384	384	384						
384	384	384						
384	384	384						
384	384	384						
385	385	385						
385	385	385						
385	385	385						
385	385	385						
385	385	385						
385	385	385						
385	385	385						
385	385	385						
386	386	386						
386	386	386						
387	387	387						
387	387	387						
387	387	387						
388	388	388						
388	388	388						
388	388	388						
388	388	388						
388	388	388						
388	388	388						
389	389	389						
389	389	389						
389	389	389						
390	390	390						
390	390	390						
390	390	390						
390	390	390						
390	390	390						
390	390	390						
391	391	391						
391	391	391						
391	391	391						
392	392	392						
392	392	392						
392	392	392						
392	392	392						
392	392	392						
393	393	393						
393	393	393						
393	393	393						
393	393	393						
393	393	393						
393	393	393						
395	395	395						
395	395	395						
396	396	396						
396	396	396						
397	397	397						
397	397	397						
397	397	397						
397	397	397						
397	397	397						
398	398	398						
398	398	398						
398	398	398						
399	399	399						
399	399	399						
399	399	399						
